time,value,gas_price,size,total_diff,diff,blockgas_limit,blockgas_used,trans_count
2020-07-08 12:00:00,3.6165824564802985e+18,54895119401.88339,36766.52017113161,1.624726692487959e+22,2432601756247324.0,11810804.061114207,11365156.553990148,159.71802654532416
2020-07-09 00:00:00,1.8037151192659182e+18,45133777412.92674,37987.453982416446,1.6255121056315883e+22,2434204624230763.5,11898418.907798788,11400625.111708246,183.79673423897907
2020-07-09 12:00:00,2.9296815046593905e+18,48556829140.76297,34743.13796731608,1.6262772422017802e+22,2372806415366417.5,11889598.915286968,11258672.11215654,149.7983146228269
2020-07-10 00:00:00,2.4244181593281603e+18,39580015999.40749,35975.19375628964,1.6270530067773753e+22,2401222314602128.5,11839647.722956747,11279639.786269635,178.81587351467587
2020-07-10 12:00:00,2.270813683693316e+18,35751128950.66212,31283.821486770335,1.6278265291375741e+22,2382482449256393.5,11823092.45257393,11291434.89365112,143.80622663777717
2020-07-11 00:00:00,1.1598068954950505e+18,34286031790.7681,32206.65970302389,1.628586316413172e+22,2365548707731097.5,11809824.985965936,11215084.929763166,162.09449735868284
2020-07-11 12:00:00,1.0833144880018577e+18,31906642583.628773,30649.180209236434,1.629371933011524e+22,2428353007832470.5,11634093.183412695,11135167.87648045,138.97656079581793
2020-07-12 00:00:00,1.038625672307278e+18,30229999010.18723,34611.79066592815,1.6301497129484186e+22,2394815723540751.5,11896541.325937554,11300249.562998215,168.38077465145105
2020-07-12 12:00:00,1.515622046467597e+18,33314383973.268803,32125.576833596322,1.6309450573690383e+22,2453298604525433.0,11885030.972184991,11233829.61298909,139.078319988902
2020-07-13 00:00:00,2.04139821095295e+18,46611819397.50684,39898.67076564322,1.631728873437248e+22,2420095080677727.5,11919389.239283487,11370261.332614584,192.3076426719056
2020-07-13 12:00:00,2.759227797507257e+18,52919196522.33114,37779.70021414684,1.6325247273655131e+22,2469294888714346.5,11994757.277506523,11392226.380286112,162.66758117069904
2020-07-14 00:00:00,2.1824873752340562e+18,42492364048.26186,37201.342798335805,1.6333158331947453e+22,2430261610624125.5,11939995.777108764,11439663.406808369,186.13989531472933
